iter	RMSE
0	0.164627423
1	0.1620816959
2	0.1598634239
3	0.1577548463
4	0.1555966009
5	0.1534531632
6	0.1514744086
7	0.1495247108
8	0.1476517131
9	0.1457495827
10	0.1438781564
11	0.1421020267
12	0.1405298274
13	0.1389824197
14	0.1376203449
15	0.1361584488
16	0.1349648655
17	0.1336923344
18	0.1324585729
19	0.1311589468
20	0.1298427023
21	0.1286559931
22	0.1274820806
23	0.1265337933
24	0.1256066493
25	0.124568869
26	0.1235619751
27	0.1225780607
28	0.121740222
29	0.1207913309
30	0.119677773
31	0.1189201314
32	0.1179365023
33	0.1172027331
34	0.1163611796
35	0.1154832192
36	0.1148649157
37	0.1141931983
38	0.1133959531
39	0.1127906676
40	0.1121340275
41	0.1115482629
42	0.1109452133
43	0.1103674954
44	0.109687062
45	0.1090809257
46	0.1085138805
47	0.1080024723
48	0.1073139174
49	0.106691725
50	0.1061410614
51	0.1056556692
52	0.1050938831
53	0.1046969258
54	0.1040638659
55	0.1036120504
56	0.1033128661
57	0.1027556627
58	0.1024079775
59	0.1019614191
60	0.1015261801
61	0.1012720678
62	0.1008027507
63	0.1004888367
64	0.1002413754
65	0.09993165175
66	0.09963529558
67	0.09924351066
68	0.09905250861
69	0.09879766328
70	0.09820487592
71	0.097887003
72	0.09758483956
73	0.09735557296
74	0.09711046384
75	0.0969065453
76	0.0966651494
77	0.09619755852
78	0.09589703298
79	0.09563446
80	0.09549703415
81	0.09532515526
82	0.09508945353
83	0.09488979882
84	0.09459545609
85	0.09430715495
86	0.09409040503
87	0.09393369318
88	0.09370569475
89	0.09353144608
90	0.09329597587
91	0.09291966726
92	0.0926741305
93	0.09255341109
94	0.09240440615
95	0.09221062176
96	0.09185817304
97	0.09172793351
98	0.0915412763
99	0.09133358231
100	0.09118274726
101	0.09100588267
102	0.09088659222
103	0.09059243083
104	0.09033220826
105	0.09017040236
106	0.09001067579
107	0.08991919287
108	0.08982351449
109	0.08960307748
110	0.0894822373
111	0.0892669966
112	0.08912113658
113	0.08903845086
114	0.08897878302
115	0.08874791698
116	0.08842875319
117	0.08830568286
118	0.08809035197
119	0.0879580982
120	0.08781907863
121	0.08759702581
122	0.08741011603
123	0.08735155351
124	0.08725578276
125	0.08721562081
126	0.08712250902
127	0.08678638171
128	0.08670990924
129	0.08652628657
130	0.08643206185
131	0.08619700327
132	0.08613543071
133	0.08585303902
134	0.08575405723
135	0.0856542638
136	0.08554821911
137	0.08544097978
138	0.08507462838
139	0.0849534075
140	0.08473955208
141	0.0846636654
142	0.08450431003
143	0.08428584274
144	0.08417928807
145	0.08415181649
146	0.08398080704
147	0.08395317381
148	0.08382475299
149	0.08370278332
150	0.08364001808
151	0.08346296526
152	0.08337359949
153	0.08327779072
154	0.0831245857
155	0.08289144887
156	0.08285133404
157	0.08276240707
158	0.08270290928
159	0.08260668382
160	0.08256163182
161	0.08250295416
162	0.08241767417
163	0.08226999263
164	0.08213461676
165	0.08212895285
166	0.08200039518
167	0.08187312047
168	0.08179682099
169	0.08164985387
170	0.08142115289
171	0.08130130184
172	0.08115496575
173	0.0810858137
174	0.08104642771
175	0.08085021322
176	0.08077024191
177	0.08072482189
178	0.08066858927
179	0.08062164156
180	0.08059281878
181	0.08055408266
182	0.08028058902
183	0.08016889386
184	0.08011569217
185	0.08001867538
186	0.07996759302
187	0.07995863143
188	0.07984741268
189	0.07980854172
190	0.07975297189
191	0.07945387175
192	0.07933157245
193	0.07925451176
194	0.07919778314
195	0.07913993959
196	0.07908696758
197	0.07880450545
198	0.07855868629
199	0.07845193909
200	0.07841218214
201	0.07839017915
202	0.0782841056
203	0.07814109606
204	0.07794107136
205	0.07787592975
206	0.07777906869
207	0.07773828344
208	0.07735026428
209	0.07733148388
210	0.07720749524
211	0.07713845464
212	0.07704633547
213	0.07697804591
214	0.07693475564
215	0.07691460567
216	0.07683647449
217	0.07681551699
218	0.07676992371
219	0.07644774998
220	0.07633177965
221	0.07612691242
222	0.07609246375
223	0.0759668453
224	0.07588291103
225	0.07566015214
226	0.07557261714
227	0.07555933669
228	0.0754397187
229	0.07541196093
230	0.07540413172
231	0.07534645093
232	0.07524622902
233	0.07516473978
234	0.07514626772
235	0.07501661905
236	0.07496745753
237	0.07492125623
238	0.07491685055
239	0.07481220539
240	0.07468561587
241	0.07460255646
242	0.07439538487
243	0.07431866872
244	0.07422597656
245	0.07420617873
246	0.07404796211
247	0.07398977459
248	0.07380872802
249	0.07377995075
250	0.07373264877
251	0.07367661587
252	0.07365029983
253	0.07357890151
254	0.07350169564
255	0.07339450861
256	0.07330894291
257	0.07325767185
258	0.07319366924
259	0.0731315524
260	0.07310694124
261	0.07304243692
262	0.07299340155
263	0.07297405943
264	0.07294178164
265	0.07281253117
266	0.07275378603
267	0.07274840897
268	0.07259367097
269	0.07253867133
270	0.07253339508
271	0.07252937651
272	0.07241944505
273	0.0724146769
274	0.07229489327
275	0.07227302502
276	0.07222984219
277	0.07220466096
278	0.07219693814
279	0.07209716516
280	0.07185028254
281	0.07183045517
282	0.07176816761
283	0.07161803689
284	0.0716087348
285	0.07155382785
286	0.07152332275
287	0.07149274003
288	0.07148876635
289	0.07148487121
290	0.07141316649
291	0.07140620905
292	0.07135509913
293	0.07121458508
294	0.07120372584
295	0.07109393399
296	0.07108735878
297	0.0710431476
298	0.07091751393
299	0.07088600214
300	0.0708814375
301	0.07085601442
302	0.07077887138
303	0.07077184992
304	0.07076697512
305	0.07076101755
306	0.07073887415
307	0.07073514202
308	0.07070788972
309	0.07070199098
310	0.07069736576
311	0.07069148176
312	0.07059914529
313	0.07051949389
314	0.07039874794
315	0.07025968717
316	0.07013001021
317	0.06990676759
318	0.06990312609
319	0.06989868499
320	0.06989531298
321	0.06986566391
322	0.0698615635
323	0.06985834478
324	0.06985481058
325	0.06976414729
326	0.06976086241
