iter	RMSE
327	0.0697568663
328	0.06975331347
329	0.06974987504
330	0.06971488529
331	0.06967137373
332	0.06966394967
333	0.06966034384
334	0.0696569395
335	0.06965349936
336	0.06964638835
337	0.06961427828
338	0.06958996361
339	0.06945863092
340	0.06945510608
341	0.06945147402
342	0.06944786314
343	0.06944429311
344	0.06944087077
345	0.06938697974
346	0.06937777287
347	0.06937337604
348	0.06921022684
349	0.06919339343
350	0.06903350974
351	0.06903029206
352	0.06902365008
353	0.06902025165
354	0.06889281153
355	0.06888953939
356	0.06888279326
357	0.06883555634
358	0.06883223123
359	0.06879892708
360	0.0687957044
361	0.06879253579
362	0.06878916552
363	0.06878268667
364	0.06873897919
365	0.06873383216
366	0.06868998369
367	0.06856039307
368	0.06855747732
369	0.06848867125
370	0.06848541194
371	0.06848191299
372	0.0683883341
373	0.06838532555
374	0.06838111383
375	0.06837811424
376	0.06834545396
377	0.06833782808
378	0.06832727827
379	0.06832085896
380	0.06813648392
381	0.06810779227
382	0.06801449347
383	0.06780559959
384	0.067757415
385	0.06773090243
386	0.06764737573
387	0.06761678434
388	0.06758261129
389	0.06744078772
390	0.06743756773
391	0.06737982095
392	0.06733056164
393	0.06732741098
394	0.06729703921
395	0.06729389513
396	0.06728996154
397	0.06723580239
398	0.06718893574
399	0.06715864716
400	0.06712929621
401	0.06712637184
402	0.06712337233
403	0.06692932966
404	0.06692150012
405	0.06691686878
406	0.06691388604
407	0.06691108809
408	0.0669049984
409	0.06690191347
410	0.06689905293
411	0.0668964162
412	0.06686991746
413	0.06678651043
414	0.06676686972
415	0.0667577653
416	0.06659913279
417	0.06648117939
418	0.06647831236
419	0.06647466936
420	0.06631468625
421	0.06629140082
422	0.0661453306
423	0.06614230227
424	0.06613946814
425	0.06613680904
426	0.06596602979
427	0.06594249697
428	0.0659396917
429	0.06593695301
430	0.06589717106
431	0.06587840515
432	0.06587570091
433	0.0656890275
434	0.06560843188
435	0.06560595545
436	0.06560284694
437	0.06539323349
438	0.06539064166
439	0.06529526713
440	0.06529282128
441	0.06528602753
442	0.06528341557
443	0.06508318578
444	0.06508037649
445	0.06499672322
446	0.0649900987
447	0.06497624131
448	0.06491227586
449	0.06475398704
450	0.06475023003
451	0.06469957036
452	0.06469696955
453	0.06459279126
454	0.06453549483
455	0.06453143707
456	0.06448148026
457	0.06447892916
458	0.06428721713
459	0.06423618204
460	0.064219831
461	0.06410173019
462	0.06392750274
463	0.06392368446
464	0.06385754031
465	0.06385058018
466	0.06384813906
467	0.06372529294
468	0.06360650363
469	0.06349987094
470	0.06339731018
471	0.06337800604
472	0.06327314815
473	0.06325085307
474	0.06319912817
475	0.06319693179
476	0.06318728709
477	0.06308280686
478	0.06295553014
479	0.06295318557
480	0.06285578151
481	0.06267658623
482	0.06265989244
483	0.0626444598
484	0.06264219225
485	0.06254765089
486	0.06243083181
487	0.06241749478
488	0.06234250033
489	0.06224961696
490	0.06217786883
491	0.0620881674
492	0.06197034661
493	0.06181057406
494	0.06173416282
495	0.06161534637
496	0.06159607624
497	0.06154570863
498	0.0613772259
499	0.06134439024
500	0.06130216019
501	0.06120913408
502	0.06117634218
503	0.061174068
504	0.06112740451
505	0.06111157684
506	0.0609612316
507	0.06082302879
508	0.06073637543
509	0.06069230484
510	0.06068997751
511	0.06067039937
512	0.06060938088
513	0.0606070711
514	0.06055498796
515	0.06055271539
516	0.06053398676
517	0.06053119998
518	0.06049986389
519	0.06037639566
520	0.06035696192
521	0.06031254163
522	0.06030967906
523	0.06022726754
524	0.06022514872
525	0.06020932419
526	0.06009114821
527	0.05991591103
528	0.05980383188
529	0.05978920746
530	0.05977475059
531	0.05968175407
532	0.05967893918
533	0.05954884303
534	0.05942292188
535	0.05931928285
536	0.05919592332
537	0.05915356545
538	0.05905682369
539	0.05900904442
540	0.05900683332
541	0.05899204905
542	0.05895629016
543	0.05895428354
544	0.05885867614
545	0.05884137592
546	0.05879475288
547	0.05873634824
548	0.05873412641
549	0.05868130635
550	0.05866650744
551	0.05864260929
552	0.05860187687
553	0.05859726424
554	0.05854120569
555	0.05852579803
556	0.05845329857
557	0.05835853847
558	0.05822821665
559	0.0582127862
560	0.05811677886
561	0.05808913449
562	0.05804542386
563	0.05799587303
564	0.05797983381
565	0.05797788276
566	0.05789878453
567	0.05787957468
568	0.05776288527
569	0.05769889461
570	0.05760349119
571	0.05753529379
572	0.05753246433
573	0.05747869502
574	0.05746315151
575	0.05744330792
576	0.05744124502
577	0.05743750564
578	0.05738906914
579	0.05737276935
580	0.057361089
581	0.05727688449
582	0.05717531915
583	0.05711476762
584	0.05708847992
585	0.05701088008
586	0.0569606351
587	0.05689984325
588	0.05688194316
589	0.05679835851
590	0.05668427727
591	0.05666198181
592	0.05663406033
593	0.05663058656
594	0.05658547621
595	0.05649536559
596	0.05643556605
597	0.05640691206
598	0.05638512441
599	0.05636117787
600	0.05633169029
601	0.05630559811
602	0.0562818733
603	0.05627055025
604	0.05626090966
605	0.05625756468
606	0.05624603747
607	0.05622294208
608	0.05612897946
609	0.05610582987
610	0.05608734382
611	0.0560594664
612	0.05597548393
613	0.05595828459
614	0.05594032293
615	0.05580456087
616	0.05578358849
617	0.05577237099
618	0.05577025193
619	0.05575251251
620	0.0557337728
621	0.05568649361
622	0.05560173729
623	0.05545091875
624	0.05537629046
625	0.05533731279
626	0.05527948225
627	0.05523404506
628	0.05517853923
629	0.05516156907
630	0.05514320472
631	0.05506710313
632	0.05496482613
633	0.0548391306
634	0.05480461704
635	0.05479837919
636	0.0547944022
637	0.05465268978
638	0.0546085246
639	0.05459469283
640	0.05459149379
641	0.05456621541
642	0.05455078715
643	0.05454682453
644	0.05449488822
645	0.05449305492
646	0.05449112683
647	0.05446003569
648	0.05444384831
649	0.05443925226
650	0.0543911741
651	0.0543703863
652	0.05436850668
653	0.05436481878
654	0.05422629003
655	0.05414639775
656	0.05412662367
657	0.05410074787
658	0.05408524866
659	0.05404797217
660	0.05393725691
661	0.05393530572
662	0.05389283713
663	0.05380357904
664	0.05379818258
665	0.0537431306
666	0.05371321317
667	0.05371085709
668	0.0537058729
669	0.05368234402
670	0.05366699594
671	0.05353872489
672	0.05352790141
673	0.05339871918
674	0.05335028675
675	0.05333034586
676	0.05323392216
677	0.05322737758
678	0.05315369419
679	0.05305240312
680	0.05305079108
681	0.05303483975
682	0.05301931265
683	0.05300387241
684	0.05289763632
685	0.05288431369
686	0.0527853264
687	0.05272026981
688	0.05261689817
689	0.05258909869
690	0.05251752462
691	0.05249476812
692	0.05249050588
693	0.0524886036
694	0.05247517604
695	0.05245289161
696	0.05242484057
697	0.05242048513
698	0.05239413994
699	0.05238981625
700	0.05232764656
701	0.05232148678
702	0.05230678119
703	0.05223883595
704	0.05223245015
705	0.05220524072
706	0.05219922833
707	0.05213038919
708	0.05211569093
709	0.05208686811
710	0.05205853697
711	0.0519244477
712	0.05189943409
713	0.05178153367
714	0.05176731789
715	0.05176520354
716	0.05175938086
717	0.05172140562
718	0.0517153659
719	0.05161957383
720	0.05161462209
721	0.05159976948
722	0.05155192339
723	0.05151351181
724	0.05151172106
725	0.05141875306
726	0.0513022103
727	0.051276596
728	0.05119582332
729	0.05119008506
730	0.05110024138
731	0.05101504434
732	0.05100388832
733	0.05094891143
734	0.05094506339
735	0.05092039837
736	0.05090458522
737	0.0508402401
738	0.05078646348
739	0.05078381994
740	0.05078006958
741	0.05071221736
742	0.05062716763
743	0.05059039194
744	0.05058650877
745	0.05058421162
746	0.05058068767
747	0.05057606858
748	0.0505348151
749	0.05051904
750	0.05050565491
751	0.05042180574
752	0.05037001898
753	0.05034350245
754	0.05034001696
755	0.05031730999
756	0.05027260272
757	0.05026960958
758	0.05018514463
759	0.05013587373
760	0.05007229804
761	0.05006884834
762	0.0499727962
763	0.04996754589
764	0.04996155702
765	0.04994776513
766	0.04985888365
767	0.04985472418
768	0.04983566955
769	0.04981741195
770	0.04979168414
771	0.04976830919
772	0.04967939437
773	0.04960441166
774	0.04958694849
775	0.04952074083
776	0.04948410335
777	0.04940494916
778	0.04939989697
779	0.0493198798
780	0.04930974515
781	0.04928554555
782	0.049269946
783	0.04924871198
784	0.04916363071
785	0.04916152792
786	0.04915654739
787	0.04913209964
788	0.04902762594
789	0.04900679435
790	0.04896998514
791	0.04896795916
792	0.04889265202
793	0.04880907123
794	0.04873656915
795	0.04868741348
796	0.04862156157
797	0.0485953555
798	0.04858289124
799	0.04856226529
